stem,label,fold,embedding_path,is_augmented,aug_idx
251014_150205_A35W_14-2 [16],Pass,2,data\embeddings\Pass\251014_150205_A35W_14-2 [16].npy,False,0
251014_150205_A35W_14-3 [262144],Pass,2,data\embeddings\Pass\251014_150205_A35W_14-3 [262144].npy,False,0
251014_150205_A35W_15-2 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_15-2 [16].npy,False,0
251014_150205_A35W_15-3 [262144],Pass,4,data\embeddings\Pass\251014_150205_A35W_15-3 [262144].npy,False,0
251014_150205_A35W_16-1 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_16-1 [16].npy,False,0
251014_150205_A35W_16-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_16-2 [16].npy,False,0
251014_150205_A35W_16-3 [262144],Pass,3,data\embeddings\Pass\251014_150205_A35W_16-3 [262144].npy,False,0
251014_150205_A35W_17-3 [262144],Pass,2,data\embeddings\Pass\251014_150205_A35W_17-3 [262144].npy,False,0
251014_150205_A35W_18-1 [1024],Pass,2,data\embeddings\Pass\251014_150205_A35W_18-1 [1024].npy,False,0
251014_150205_A35W_18-2 [16],Pass,3,data\embeddings\Pass\251014_150205_A35W_18-2 [16].npy,False,0
251014_150205_A35W_18-3 [262144],Pass,1,data\embeddings\Pass\251014_150205_A35W_18-3 [262144].npy,False,0
251014_150205_A35W_19-1 [1024],Pass,4,data\embeddings\Pass\251014_150205_A35W_19-1 [1024].npy,False,0
251014_150205_A35W_19-2 [16384],Pass,4,data\embeddings\Pass\251014_150205_A35W_19-2 [16384].npy,False,0
251014_150205_A35W_19-3 [262144],Pass,3,data\embeddings\Pass\251014_150205_A35W_19-3 [262144].npy,False,0
251014_150205_A35W_2-1 [16],Pass,2,data\embeddings\Pass\251014_150205_A35W_2-1 [16].npy,False,0
251014_150205_A35W_2-2 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_2-2 [16].npy,False,0
251014_150205_A35W_2-3 [262144],Pass,4,data\embeddings\Pass\251014_150205_A35W_2-3 [262144].npy,False,0
251014_150205_A35W_20-1 [1024],Pass,3,data\embeddings\Pass\251014_150205_A35W_20-1 [1024].npy,False,0
251014_150205_A35W_20-3 [262144],Pass,2,data\embeddings\Pass\251014_150205_A35W_20-3 [262144].npy,False,0
251014_150205_A35W_21-1 [1024],Pass,4,data\embeddings\Pass\251014_150205_A35W_21-1 [1024].npy,False,0
251014_150205_A35W_21-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_21-2 [16].npy,False,0
251014_150205_A35W_21-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_21-3 [262144].npy,False,0
251014_150205_A35W_22-1 [16],Pass,4,data\embeddings\Pass\251014_150205_A35W_22-1 [16].npy,False,0
251014_150205_A35W_22-2 [16384],Pass,3,data\embeddings\Pass\251014_150205_A35W_22-2 [16384].npy,False,0
251014_150205_A35W_22-3 [262144],Pass,1,data\embeddings\Pass\251014_150205_A35W_22-3 [262144].npy,False,0
251014_150205_A35W_23-1 [1024],Pass,3,data\embeddings\Pass\251014_150205_A35W_23-1 [1024].npy,False,0
251014_150205_A35W_23-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_23-2 [16].npy,False,0
251014_150205_A35W_23-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_23-3 [262144].npy,False,0
251014_150205_A35W_24-1 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_24-1 [16].npy,False,0
251014_150205_A35W_24-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_24-2 [16].npy,False,0
251014_150205_A35W_24-3 [262144],Pass,2,data\embeddings\Pass\251014_150205_A35W_24-3 [262144].npy,False,0
251014_150205_A35W_25-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_25-2 [16].npy,False,0
251014_150205_A35W_25-3 [262144],Pass,1,data\embeddings\Pass\251014_150205_A35W_25-3 [262144].npy,False,0
251014_150205_A35W_26-1 [1024],Pass,1,data\embeddings\Pass\251014_150205_A35W_26-1 [1024].npy,False,0
251014_150205_A35W_26-3 [262144],Pass,2,data\embeddings\Pass\251014_150205_A35W_26-3 [262144].npy,False,0
251014_150205_A35W_27-3 [262144],Pass,1,data\embeddings\Pass\251014_150205_A35W_27-3 [262144].npy,False,0
251014_150205_A35W_28-1 [1024],Pass,0,data\embeddings\Pass\251014_150205_A35W_28-1 [1024].npy,False,0
251014_150205_A35W_28-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_28-3 [262144].npy,False,0
251014_150205_A35W_29-1 [1024],Pass,0,data\embeddings\Pass\251014_150205_A35W_29-1 [1024].npy,False,0
251014_150205_A35W_29-2 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_29-2 [16].npy,False,0
251014_150205_A35W_29-3 [262144],Pass,1,data\embeddings\Pass\251014_150205_A35W_29-3 [262144].npy,False,0
251014_150205_A35W_3-1 [1024],Pass,1,data\embeddings\Pass\251014_150205_A35W_3-1 [1024].npy,False,0
251014_150205_A35W_3-2 [16],Pass,4,data\embeddings\Pass\251014_150205_A35W_3-2 [16].npy,False,0
251014_150205_A35W_3-3 [262144],Pass,4,data\embeddings\Pass\251014_150205_A35W_3-3 [262144].npy,False,0
251014_150205_A35W_30-1 [16],Pass,4,data\embeddings\Pass\251014_150205_A35W_30-1 [16].npy,False,0
251014_150205_A35W_30-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_30-2 [16].npy,False,0
251014_150205_A35W_31-1 [1024],Pass,1,data\embeddings\Pass\251014_150205_A35W_31-1 [1024].npy,False,0
251014_150205_A35W_31-2 [16384],Pass,3,data\embeddings\Pass\251014_150205_A35W_31-2 [16384].npy,False,0
251014_150205_A35W_31-3 [262144],Pass,4,data\embeddings\Pass\251014_150205_A35W_31-3 [262144].npy,False,0
251014_150205_A35W_32-1 [1024],Pass,1,data\embeddings\Pass\251014_150205_A35W_32-1 [1024].npy,False,0
251014_150205_A35W_32-2 [16],Pass,3,data\embeddings\Pass\251014_150205_A35W_32-2 [16].npy,False,0
251014_150205_A35W_32-3 [262144],Pass,3,data\embeddings\Pass\251014_150205_A35W_32-3 [262144].npy,False,0
251014_150205_A35W_33-1 [16],Pass,4,data\embeddings\Pass\251014_150205_A35W_33-1 [16].npy,False,0
251014_150205_A35W_33-2 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_33-2 [16].npy,False,0
251014_150205_A35W_33-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_33-3 [262144].npy,False,0
251014_150205_A35W_34-1 [1024],Pass,4,data\embeddings\Pass\251014_150205_A35W_34-1 [1024].npy,False,0
251014_150205_A35W_34-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_34-2 [16].npy,False,0
251014_150205_A35W_34-3 [262144],Pass,3,data\embeddings\Pass\251014_150205_A35W_34-3 [262144].npy,False,0
251014_150205_A35W_35-2 [16],Pass,3,data\embeddings\Pass\251014_150205_A35W_35-2 [16].npy,False,0
251014_150205_A35W_36-2 [16384],Pass,0,data\embeddings\Pass\251014_150205_A35W_36-2 [16384].npy,False,0
251014_150205_A35W_36-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_36-3 [262144].npy,False,0
251014_150205_A35W_37-2 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_37-2 [16].npy,False,0
251014_150205_A35W_38-2 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_38-2 [16].npy,False,0
251014_150205_A35W_38-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_38-3 [262144].npy,False,0
251014_150205_A35W_39-2 [16384],Pass,4,data\embeddings\Pass\251014_150205_A35W_39-2 [16384].npy,False,0
251014_150205_A35W_39-3 [1],Pass,1,data\embeddings\Pass\251014_150205_A35W_39-3 [1].npy,False,0
251014_150205_A35W_4-1 [16],Pass,3,data\embeddings\Pass\251014_150205_A35W_4-1 [16].npy,False,0
251014_150205_A35W_4-2 [16],Pass,2,data\embeddings\Pass\251014_150205_A35W_4-2 [16].npy,False,0
251014_150205_A35W_4-3 [262144],Pass,2,data\embeddings\Pass\251014_150205_A35W_4-3 [262144].npy,False,0
251014_150205_A35W_5-1 [16],Pass,3,data\embeddings\Pass\251014_150205_A35W_5-1 [16].npy,False,0
251014_150205_A35W_5-2 [16],Pass,3,data\embeddings\Pass\251014_150205_A35W_5-2 [16].npy,False,0
251014_150205_A35W_5-3 [262144],Pass,3,data\embeddings\Pass\251014_150205_A35W_5-3 [262144].npy,False,0
251014_150205_A35W_6-1 [1024],Pass,1,data\embeddings\Pass\251014_150205_A35W_6-1 [1024].npy,False,0
251014_150205_A35W_6-2 [16],Pass,0,data\embeddings\Pass\251014_150205_A35W_6-2 [16].npy,False,0
251014_150205_A35W_6-3 [262144],Pass,3,data\embeddings\Pass\251014_150205_A35W_6-3 [262144].npy,False,0
251014_150205_A35W_7-1 [1024],Pass,1,data\embeddings\Pass\251014_150205_A35W_7-1 [1024].npy,False,0
251014_150205_A35W_7-2 [16],Pass,4,data\embeddings\Pass\251014_150205_A35W_7-2 [16].npy,False,0
251014_150205_A35W_7-3 [262144],Pass,4,data\embeddings\Pass\251014_150205_A35W_7-3 [262144].npy,False,0
251014_150205_A35W_8-2 [16384],Pass,0,data\embeddings\Pass\251014_150205_A35W_8-2 [16384].npy,False,0
251014_150205_A35W_8-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_8-3 [262144].npy,False,0
251014_150205_A35W_9-2 [16],Pass,1,data\embeddings\Pass\251014_150205_A35W_9-2 [16].npy,False,0
251014_150205_A35W_9-3 [262144],Pass,0,data\embeddings\Pass\251014_150205_A35W_9-3 [262144].npy,False,0
251016_150942_A35W_1-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_1-2 [16].npy,False,0
251016_150942_A35W_1-3 [262144],Pass,2,data\embeddings\Pass\251016_150942_A35W_1-3 [262144].npy,False,0
251016_150942_A35W_10-2 [16384],Pass,1,data\embeddings\Pass\251016_150942_A35W_10-2 [16384].npy,False,0
251016_150942_A35W_10-3 [262144],Pass,1,data\embeddings\Pass\251016_150942_A35W_10-3 [262144].npy,False,0
251016_150942_A35W_11-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_11-2 [16].npy,False,0
251016_150942_A35W_11-3 [262144],Pass,2,data\embeddings\Pass\251016_150942_A35W_11-3 [262144].npy,False,0
251016_150942_A35W_12-2 [16384],Pass,2,data\embeddings\Pass\251016_150942_A35W_12-2 [16384].npy,False,0
251016_150942_A35W_12-3 [262144],Pass,1,data\embeddings\Pass\251016_150942_A35W_12-3 [262144].npy,False,0
251016_150942_A35W_13-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_13-2 [16].npy,False,0
251016_150942_A35W_13-3 [262144],Pass,3,data\embeddings\Pass\251016_150942_A35W_13-3 [262144].npy,False,0
251016_150942_A35W_14-1 [1024],Pass,4,data\embeddings\Pass\251016_150942_A35W_14-1 [1024].npy,False,0
251016_150942_A35W_14-2 [16],Pass,2,data\embeddings\Pass\251016_150942_A35W_14-2 [16].npy,False,0
251016_150942_A35W_14-3 [1],Pass,1,data\embeddings\Pass\251016_150942_A35W_14-3 [1].npy,False,0
251016_150942_A35W_15-1 [1024],Pass,1,data\embeddings\Pass\251016_150942_A35W_15-1 [1024].npy,False,0
251016_150942_A35W_15-2 [16],Pass,4,data\embeddings\Pass\251016_150942_A35W_15-2 [16].npy,False,0
251016_150942_A35W_15-3 [262144],Pass,3,data\embeddings\Pass\251016_150942_A35W_15-3 [262144].npy,False,0
251016_150942_A35W_16-1 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_16-1 [16].npy,False,0
251016_150942_A35W_16-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_16-2 [16].npy,False,0
251016_150942_A35W_16-3 [262144],Pass,4,data\embeddings\Pass\251016_150942_A35W_16-3 [262144].npy,False,0
251016_150942_A35W_17-1 [1024],Pass,3,data\embeddings\Pass\251016_150942_A35W_17-1 [1024].npy,False,0
251016_150942_A35W_17-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_17-2 [16].npy,False,0
251016_150942_A35W_17-3 [262144],Pass,4,data\embeddings\Pass\251016_150942_A35W_17-3 [262144].npy,False,0
251016_150942_A35W_18-2 [16],Pass,4,data\embeddings\Pass\251016_150942_A35W_18-2 [16].npy,False,0
251016_150942_A35W_19-1 [1024],Pass,0,data\embeddings\Pass\251016_150942_A35W_19-1 [1024].npy,False,0
251016_150942_A35W_19-2 [16],Pass,1,data\embeddings\Pass\251016_150942_A35W_19-2 [16].npy,False,0
251016_150942_A35W_19-3 [262144],Pass,0,data\embeddings\Pass\251016_150942_A35W_19-3 [262144].npy,False,0
251016_150942_A35W_2-1 [1024],Pass,4,data\embeddings\Pass\251016_150942_A35W_2-1 [1024].npy,False,0
251016_150942_A35W_2-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_2-2 [16].npy,False,0
251016_150942_A35W_2-3 [262144],Pass,3,data\embeddings\Pass\251016_150942_A35W_2-3 [262144].npy,False,0
251016_150942_A35W_20-1 [1024],Pass,2,data\embeddings\Pass\251016_150942_A35W_20-1 [1024].npy,False,0
251016_150942_A35W_20-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_20-2 [16].npy,False,0
251016_150942_A35W_20-3 [262144],Pass,2,data\embeddings\Pass\251016_150942_A35W_20-3 [262144].npy,False,0
251016_150942_A35W_21-2 [16],Pass,4,data\embeddings\Pass\251016_150942_A35W_21-2 [16].npy,False,0
251016_150942_A35W_22-2 [16384],Pass,2,data\embeddings\Pass\251016_150942_A35W_22-2 [16384].npy,False,0
251016_150942_A35W_22-3 [262144],Pass,1,data\embeddings\Pass\251016_150942_A35W_22-3 [262144].npy,False,0
251016_150942_A35W_23-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_23-2 [16].npy,False,0
251016_150942_A35W_24-1 [1024],Pass,2,data\embeddings\Pass\251016_150942_A35W_24-1 [1024].npy,False,0
251016_150942_A35W_24-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_24-2 [16].npy,False,0
251016_150942_A35W_24-3 [262144],Pass,2,data\embeddings\Pass\251016_150942_A35W_24-3 [262144].npy,False,0
251016_150942_A35W_25-2 [16],Pass,1,data\embeddings\Pass\251016_150942_A35W_25-2 [16].npy,False,0
251016_150942_A35W_25-3 [262144],Pass,4,data\embeddings\Pass\251016_150942_A35W_25-3 [262144].npy,False,0
251016_150942_A35W_26-1 [1024],Pass,3,data\embeddings\Pass\251016_150942_A35W_26-1 [1024].npy,False,0
251016_150942_A35W_27-1 [1024],Pass,4,data\embeddings\Pass\251016_150942_A35W_27-1 [1024].npy,False,0
251016_150942_A35W_28-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_28-2 [16].npy,False,0
251016_150942_A35W_28-3 [262144],Pass,1,data\embeddings\Pass\251016_150942_A35W_28-3 [262144].npy,False,0
251016_150942_A35W_29-3 [262144],Pass,4,data\embeddings\Pass\251016_150942_A35W_29-3 [262144].npy,False,0
251016_150942_A35W_3-2 [16],Pass,4,data\embeddings\Pass\251016_150942_A35W_3-2 [16].npy,False,0
251016_150942_A35W_3-3 [262144],Pass,1,data\embeddings\Pass\251016_150942_A35W_3-3 [262144].npy,False,0
251016_150942_A35W_30-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_30-2 [16].npy,False,0
251016_150942_A35W_30-3 [262144],Pass,4,data\embeddings\Pass\251016_150942_A35W_30-3 [262144].npy,False,0
251016_150942_A35W_31-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_31-2 [16].npy,False,0
251016_150942_A35W_31-3 [262144],Pass,3,data\embeddings\Pass\251016_150942_A35W_31-3 [262144].npy,False,0
251016_150942_A35W_32-1 [1024],Pass,4,data\embeddings\Pass\251016_150942_A35W_32-1 [1024].npy,False,0
251016_150942_A35W_32-3 [262144],Pass,1,data\embeddings\Pass\251016_150942_A35W_32-3 [262144].npy,False,0
251016_150942_A35W_33-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_33-2 [16].npy,False,0
251016_150942_A35W_33-3 [262144],Pass,2,data\embeddings\Pass\251016_150942_A35W_33-3 [262144].npy,False,0
251016_150942_A35W_34-1 [1024],Pass,3,data\embeddings\Pass\251016_150942_A35W_34-1 [1024].npy,False,0
251016_150942_A35W_35-1 [1024],Pass,1,data\embeddings\Pass\251016_150942_A35W_35-1 [1024].npy,False,0
251016_150942_A35W_35-3 [262144],Pass,2,data\embeddings\Pass\251016_150942_A35W_35-3 [262144].npy,False,0
251016_150942_A35W_36-2 [16],Pass,1,data\embeddings\Pass\251016_150942_A35W_36-2 [16].npy,False,0
251016_150942_A35W_36-3 [262144],Pass,3,data\embeddings\Pass\251016_150942_A35W_36-3 [262144].npy,False,0
251016_150942_A35W_37-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_37-2 [16].npy,False,0
251016_150942_A35W_38-1 [1024],Pass,3,data\embeddings\Pass\251016_150942_A35W_38-1 [1024].npy,False,0
251016_150942_A35W_38-2 [16],Pass,2,data\embeddings\Pass\251016_150942_A35W_38-2 [16].npy,False,0
251016_150942_A35W_38-3 [1],Pass,2,data\embeddings\Pass\251016_150942_A35W_38-3 [1].npy,False,0
251016_150942_A35W_39-1 [1024],Pass,1,data\embeddings\Pass\251016_150942_A35W_39-1 [1024].npy,False,0
251016_150942_A35W_39-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_39-2 [16].npy,False,0
251016_150942_A35W_4-2 [16],Pass,2,data\embeddings\Pass\251016_150942_A35W_4-2 [16].npy,False,0
251016_150942_A35W_4-3 [262144],Pass,0,data\embeddings\Pass\251016_150942_A35W_4-3 [262144].npy,False,0
251016_150942_A35W_5-1 [1024],Pass,3,data\embeddings\Pass\251016_150942_A35W_5-1 [1024].npy,False,0
251016_150942_A35W_5-2 [16],Pass,2,data\embeddings\Pass\251016_150942_A35W_5-2 [16].npy,False,0
251016_150942_A35W_5-3 [262144],Pass,1,data\embeddings\Pass\251016_150942_A35W_5-3 [262144].npy,False,0
251016_150942_A35W_6-2 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_6-2 [16].npy,False,0
251016_150942_A35W_6-3 [262144],Pass,0,data\embeddings\Pass\251016_150942_A35W_6-3 [262144].npy,False,0
251016_150942_A35W_7-2 [16],Pass,4,data\embeddings\Pass\251016_150942_A35W_7-2 [16].npy,False,0
251016_150942_A35W_7-3 [262144],Pass,0,data\embeddings\Pass\251016_150942_A35W_7-3 [262144].npy,False,0
251016_150942_A35W_8-1 [1024],Pass,0,data\embeddings\Pass\251016_150942_A35W_8-1 [1024].npy,False,0
251016_150942_A35W_8-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_8-2 [16].npy,False,0
251016_150942_A35W_8-3 [262144],Pass,2,data\embeddings\Pass\251016_150942_A35W_8-3 [262144].npy,False,0
251016_150942_A35W_9-1 [16],Pass,3,data\embeddings\Pass\251016_150942_A35W_9-1 [16].npy,False,0
251016_150942_A35W_9-2 [16],Pass,0,data\embeddings\Pass\251016_150942_A35W_9-2 [16].npy,False,0
250825_151708_A35W_14-3 [16],Dent,1,data\embeddings\Dent\250825_151708_A35W_14-3 [16].npy,False,0
250825_151708_A35W_15-3 [16],Dent,2,data\embeddings\Dent\250825_151708_A35W_15-3 [16].npy,False,0
250825_151708_A35W_16-3 [16],Dent,3,data\embeddings\Dent\250825_151708_A35W_16-3 [16].npy,False,0
250825_151708_A35W_17-3 [16],Dent,1,data\embeddings\Dent\250825_151708_A35W_17-3 [16].npy,False,0
250825_151708_A35W_18-3 [16],Dent,3,data\embeddings\Dent\250825_151708_A35W_18-3 [16].npy,False,0
250825_151708_A35W_19-3 [16],Dent,3,data\embeddings\Dent\250825_151708_A35W_19-3 [16].npy,False,0
250825_151708_A35W_4-1 [1024],Dent,3,data\embeddings\Dent\250825_151708_A35W_4-1 [1024].npy,False,0
250825_151708_A35W_5-1 [1024],Dent,0,data\embeddings\Dent\250825_151708_A35W_5-1 [1024].npy,False,0
250825_151708_A35W_6-1 [1024],Dent,2,data\embeddings\Dent\250825_151708_A35W_6-1 [1024].npy,False,0
250825_151708_A35W_7-1 [1024],Dent,3,data\embeddings\Dent\250825_151708_A35W_7-1 [1024].npy,False,0
250825_151708_A35W_8-1 [1024],Dent,0,data\embeddings\Dent\250825_151708_A35W_8-1 [1024].npy,False,0
250825_151708_A35W_9-1 [1024],Dent,4,data\embeddings\Dent\250825_151708_A35W_9-1 [1024].npy,False,0
250827_104700_A35W_14-1 [1024],Dent,4,data\embeddings\Dent\250827_104700_A35W_14-1 [1024].npy,False,0
250827_104700_A35W_15-1 [1024],Dent,3,data\embeddings\Dent\250827_104700_A35W_15-1 [1024].npy,False,0
250827_104700_A35W_17-1 [1024],Dent,4,data\embeddings\Dent\250827_104700_A35W_17-1 [1024].npy,False,0
250827_104700_A35W_19-2 [16384],Dent,4,data\embeddings\Dent\250827_104700_A35W_19-2 [16384].npy,False,0
250827_104700_A35W_21-3 [16],Dent,4,data\embeddings\Dent\250827_104700_A35W_21-3 [16].npy,False,0
250827_104700_A35W_22-3 [16],Dent,0,data\embeddings\Dent\250827_104700_A35W_22-3 [16].npy,False,0
250907_142008_A35W_11-3 [16],Dent,4,data\embeddings\Dent\250907_142008_A35W_11-3 [16].npy,False,0
250907_142008_A35W_4-1 [1024],Dent,2,data\embeddings\Dent\250907_142008_A35W_4-1 [1024].npy,False,0
250907_142008_A35W_5-2 [16],Dent,1,data\embeddings\Dent\250907_142008_A35W_5-2 [16].npy,False,0
250907_142008_A35W_7-2 [16],Dent,1,data\embeddings\Dent\250907_142008_A35W_7-2 [16].npy,False,0
250907_142008_A35W_7-3 [16],Dent,0,data\embeddings\Dent\250907_142008_A35W_7-3 [16].npy,False,0
250907_142008_A35W_9-2 [16],Dent,0,data\embeddings\Dent\250907_142008_A35W_9-2 [16].npy,False,0
250907_142008_A35W_9-3 [16],Dent,3,data\embeddings\Dent\250907_142008_A35W_9-3 [16].npy,False,0
250930_161939_A35W_1-2 [16],Dent,3,data\embeddings\Dent\250930_161939_A35W_1-2 [16].npy,False,0
250930_161939_A35W_2-3 [16],Dent,1,data\embeddings\Dent\250930_161939_A35W_2-3 [16].npy,False,0
250930_170704_A35W_1-1 [1024],Dent,0,data\embeddings\Dent\250930_170704_A35W_1-1 [1024].npy,False,0
250930_170704_A35W_14-3 [16],Dent,4,data\embeddings\Dent\250930_170704_A35W_14-3 [16].npy,False,0
250930_170704_A35W_15-3 [16],Dent,1,data\embeddings\Dent\250930_170704_A35W_15-3 [16].npy,False,0
250930_170704_A35W_16-3 [16],Dent,3,data\embeddings\Dent\250930_170704_A35W_16-3 [16].npy,False,0
250930_170704_A35W_17-3 [16],Dent,4,data\embeddings\Dent\250930_170704_A35W_17-3 [16].npy,False,0
250930_170704_A35W_18-3 [16],Dent,1,data\embeddings\Dent\250930_170704_A35W_18-3 [16].npy,False,0
250930_170704_A35W_6-2 [16384],Dent,1,data\embeddings\Dent\250930_170704_A35W_6-2 [16384].npy,False,0
250930_170704_A35W_7-2 [16],Dent,2,data\embeddings\Dent\250930_170704_A35W_7-2 [16].npy,False,0
250930_170704_A35W_8-2 [16],Dent,0,data\embeddings\Dent\250930_170704_A35W_8-2 [16].npy,False,0
250930_170704_A35W_9-2 [16],Dent,2,data\embeddings\Dent\250930_170704_A35W_9-2 [16].npy,False,0
251003_125510_A35W_20-3 [16],Dent,4,data\embeddings\Dent\251003_125510_A35W_20-3 [16].npy,False,0
251003_125510_A35W_21-3 [16],Dent,0,data\embeddings\Dent\251003_125510_A35W_21-3 [16].npy,False,0
251003_125510_A35W_23-2 [16384],Dent,0,data\embeddings\Dent\251003_125510_A35W_23-2 [16384].npy,False,0
251003_125510_A35W_24-2 [16384],Dent,3,data\embeddings\Dent\251003_125510_A35W_24-2 [16384].npy,False,0
251003_125510_A35W_27-1 [1024],Dent,1,data\embeddings\Dent\251003_125510_A35W_27-1 [1024].npy,False,0
251003_125510_A35W_28-1 [1024],Dent,4,data\embeddings\Dent\251003_125510_A35W_28-1 [1024].npy,False,0
251003_125510_A35W_29-1 [1024],Dent,0,data\embeddings\Dent\251003_125510_A35W_29-1 [1024].npy,False,0
251003_125510_A35W_30-1 [1024],Dent,0,data\embeddings\Dent\251003_125510_A35W_30-1 [1024].npy,False,0
251003_125510_A35W_31-1 [1024],Dent,2,data\embeddings\Dent\251003_125510_A35W_31-1 [1024].npy,False,0
251003_133647_A35W_10-2 [16384],Dent,0,data\embeddings\Dent\251003_133647_A35W_10-2 [16384].npy,False,0
251003_133647_A35W_10-3 [16],Dent,0,data\embeddings\Dent\251003_133647_A35W_10-3 [16].npy,False,0
251003_133647_A35W_11-1 [1024],Dent,2,data\embeddings\Dent\251003_133647_A35W_11-1 [1024].npy,False,0
251003_133647_A35W_15-2 [16384],Dent,4,data\embeddings\Dent\251003_133647_A35W_15-2 [16384].npy,False,0
251003_133647_A35W_2-2 [16384],Dent,1,data\embeddings\Dent\251003_133647_A35W_2-2 [16384].npy,False,0
251003_133647_A35W_5-1 [1024],Dent,1,data\embeddings\Dent\251003_133647_A35W_5-1 [1024].npy,False,0
251003_133647_A35W_7-1 [1024],Dent,1,data\embeddings\Dent\251003_133647_A35W_7-1 [1024].npy,False,0
251003_133647_A35W_9-1 [1024],Dent,2,data\embeddings\Dent\251003_133647_A35W_9-1 [1024].npy,False,0
251003_135630_A35W_2-3 [16],Dent,2,data\embeddings\Dent\251003_135630_A35W_2-3 [16].npy,False,0
251003_135630_A35W_24-1 [1024],Dent,2,data\embeddings\Dent\251003_135630_A35W_24-1 [1024].npy,False,0
251010_083430_A35W_1-1 [1024],Dent,0,data\embeddings\Dent\251010_083430_A35W_1-1 [1024].npy,False,0
251010_083430_A35W_3-1 [1024],Dent,4,data\embeddings\Dent\251010_083430_A35W_3-1 [1024].npy,False,0
251010_083430_A35W_5-1 [1024],Dent,3,data\embeddings\Dent\251010_083430_A35W_5-1 [1024].npy,False,0
251010_084003_A35W_2-3 [16],Dent,1,data\embeddings\Dent\251010_084003_A35W_2-3 [16].npy,False,0
251010_084003_A35W_3-2 [16],Dent,1,data\embeddings\Dent\251010_084003_A35W_3-2 [16].npy,False,0
251010_084003_A35W_5-2 [16],Dent,3,data\embeddings\Dent\251010_084003_A35W_5-2 [16].npy,False,0
251010_084003_A35W_6-2 [16],Dent,4,data\embeddings\Dent\251010_084003_A35W_6-2 [16].npy,False,0
251014_135417_A35W_1-3 [262144],Dent,4,data\embeddings\Dent\251014_135417_A35W_1-3 [262144].npy,False,0
251014_135417_A35W_11-1 [1024],Dent,2,data\embeddings\Dent\251014_135417_A35W_11-1 [1024].npy,False,0
251014_135417_A35W_15-1 [16],Dent,3,data\embeddings\Dent\251014_135417_A35W_15-1 [16].npy,False,0
251014_135417_A35W_28-1 [1024],Dent,2,data\embeddings\Dent\251014_135417_A35W_28-1 [1024].npy,False,0
251014_135417_A35W_3-2 [16],Dent,3,data\embeddings\Dent\251014_135417_A35W_3-2 [16].npy,False,0
251014_135417_A35W_4-2 [16],Dent,0,data\embeddings\Dent\251014_135417_A35W_4-2 [16].npy,False,0
251014_135417_A35W_6-1 [1024],Dent,2,data\embeddings\Dent\251014_135417_A35W_6-1 [1024].npy,False,0
251014_141452_A35W_3-3 [262144],Dent,2,data\embeddings\Dent\251014_141452_A35W_3-3 [262144].npy,False,0
251016_140741_A35W_1-3 [262144],Dent,3,data\embeddings\Dent\251016_140741_A35W_1-3 [262144].npy,False,0
251016_140741_A35W_3-3 [1],Dent,1,data\embeddings\Dent\251016_140741_A35W_3-3 [1].npy,False,0
