filepath,label,session_id,sensor,position,layer,param,fold
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_1-3 [16].bmp,Pass,251003_130559,A35W,1,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_10-3 [16].bmp,Pass,251003_130559,A35W,10,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_14-2 [16384].bmp,Pass,251003_130559,A35W,14,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_16-1 [1024].bmp,Pass,251003_130559,A35W,16,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_17-2 [16384].bmp,Pass,251003_130559,A35W,17,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_18-1 [1024].bmp,Pass,251003_130559,A35W,18,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_2-2 [16384].bmp,Pass,251003_130559,A35W,2,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_2-3 [16].bmp,Pass,251003_130559,A35W,2,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_3-3 [16].bmp,Pass,251003_130559,A35W,3,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_4-2 [16384].bmp,Pass,251003_130559,A35W,4,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_4-3 [16].bmp,Pass,251003_130559,A35W,4,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_5-3 [16].bmp,Pass,251003_130559,A35W,5,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_8-1 [1024].bmp,Pass,251003_130559,A35W,8,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_9-1 [1024].bmp,Pass,251003_130559,A35W,9,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_130559_A35W_9-3 [16].bmp,Pass,251003_130559,A35W,9,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_1-2 [16384].bmp,Pass,251003_150040,A35W,1,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_10-1 [1024].bmp,Pass,251003_150040,A35W,10,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_10-2 [16].bmp,Pass,251003_150040,A35W,10,2,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_10-3 [16].bmp,Pass,251003_150040,A35W,10,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_11-1 [1024].bmp,Pass,251003_150040,A35W,11,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_11-2 [16384].bmp,Pass,251003_150040,A35W,11,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_11-3 [16].bmp,Pass,251003_150040,A35W,11,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_12-1 [1024].bmp,Pass,251003_150040,A35W,12,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_12-2 [16384].bmp,Pass,251003_150040,A35W,12,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_12-3 [16].bmp,Pass,251003_150040,A35W,12,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_13-1 [1024].bmp,Pass,251003_150040,A35W,13,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_13-2 [16384].bmp,Pass,251003_150040,A35W,13,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_14-2 [16384].bmp,Pass,251003_150040,A35W,14,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_14-3 [16].bmp,Pass,251003_150040,A35W,14,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_15-1 [1024].bmp,Pass,251003_150040,A35W,15,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_15-3 [16].bmp,Pass,251003_150040,A35W,15,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_16-2 [16384].bmp,Pass,251003_150040,A35W,16,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_16-3 [16].bmp,Pass,251003_150040,A35W,16,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_17-1 [1024].bmp,Pass,251003_150040,A35W,17,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_17-2 [16384].bmp,Pass,251003_150040,A35W,17,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_17-3 [16].bmp,Pass,251003_150040,A35W,17,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_18-1 [1024].bmp,Pass,251003_150040,A35W,18,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_18-3 [16].bmp,Pass,251003_150040,A35W,18,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_19-1 [1024].bmp,Pass,251003_150040,A35W,19,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_19-2 [16].bmp,Pass,251003_150040,A35W,19,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_19-3 [262144].bmp,Pass,251003_150040,A35W,19,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_2-2 [16384].bmp,Pass,251003_150040,A35W,2,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_2-3 [16].bmp,Pass,251003_150040,A35W,2,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_20-1 [1024].bmp,Pass,251003_150040,A35W,20,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_20-3 [16].bmp,Pass,251003_150040,A35W,20,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_21-1 [1024].bmp,Pass,251003_150040,A35W,21,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_21-2 [16384].bmp,Pass,251003_150040,A35W,21,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_21-3 [262144].bmp,Pass,251003_150040,A35W,21,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_22-2 [16384].bmp,Pass,251003_150040,A35W,22,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_22-3 [16].bmp,Pass,251003_150040,A35W,22,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_23-1 [1024].bmp,Pass,251003_150040,A35W,23,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_23-2 [16].bmp,Pass,251003_150040,A35W,23,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_23-3 [16].bmp,Pass,251003_150040,A35W,23,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_24-2 [16].bmp,Pass,251003_150040,A35W,24,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_24-3 [16].bmp,Pass,251003_150040,A35W,24,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_25-2 [16384].bmp,Pass,251003_150040,A35W,25,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_25-3 [16].bmp,Pass,251003_150040,A35W,25,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_26-1 [1024].bmp,Pass,251003_150040,A35W,26,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_26-2 [16384].bmp,Pass,251003_150040,A35W,26,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_26-3 [262144].bmp,Pass,251003_150040,A35W,26,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_27-2 [16384].bmp,Pass,251003_150040,A35W,27,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_27-3 [262144].bmp,Pass,251003_150040,A35W,27,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_28-2 [16384].bmp,Pass,251003_150040,A35W,28,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_28-3 [16].bmp,Pass,251003_150040,A35W,28,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_29-1 [1024].bmp,Pass,251003_150040,A35W,29,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_29-2 [16384].bmp,Pass,251003_150040,A35W,29,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_3-1 [1024].bmp,Pass,251003_150040,A35W,3,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_3-2 [16384].bmp,Pass,251003_150040,A35W,3,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_30-2 [16384].bmp,Pass,251003_150040,A35W,30,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_30-3 [262144].bmp,Pass,251003_150040,A35W,30,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_31-2 [16384].bmp,Pass,251003_150040,A35W,31,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_31-3 [16].bmp,Pass,251003_150040,A35W,31,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_32-1 [1024].bmp,Pass,251003_150040,A35W,32,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_32-2 [16384].bmp,Pass,251003_150040,A35W,32,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_33-1 [1024].bmp,Pass,251003_150040,A35W,33,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_33-2 [16384].bmp,Pass,251003_150040,A35W,33,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_33-3 [262144].bmp,Pass,251003_150040,A35W,33,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_34-1 [1024].bmp,Pass,251003_150040,A35W,34,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_34-2 [16384].bmp,Pass,251003_150040,A35W,34,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_34-3 [262144].bmp,Pass,251003_150040,A35W,34,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_35-2 [16384].bmp,Pass,251003_150040,A35W,35,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_36-2 [16384].bmp,Pass,251003_150040,A35W,36,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_37-2 [16384].bmp,Pass,251003_150040,A35W,37,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_37-3 [262144].bmp,Pass,251003_150040,A35W,37,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_38-2 [16384].bmp,Pass,251003_150040,A35W,38,2,16384,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_39-1 [1024].bmp,Pass,251003_150040,A35W,39,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_39-2 [16384].bmp,Pass,251003_150040,A35W,39,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_4-2 [16].bmp,Pass,251003_150040,A35W,4,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_4-3 [16].bmp,Pass,251003_150040,A35W,4,3,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_5-1 [1024].bmp,Pass,251003_150040,A35W,5,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_5-2 [16].bmp,Pass,251003_150040,A35W,5,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_5-3 [16].bmp,Pass,251003_150040,A35W,5,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_6-1 [1024].bmp,Pass,251003_150040,A35W,6,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_6-2 [16384].bmp,Pass,251003_150040,A35W,6,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_6-3 [16].bmp,Pass,251003_150040,A35W,6,3,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_7-2 [16].bmp,Pass,251003_150040,A35W,7,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_7-3 [16].bmp,Pass,251003_150040,A35W,7,3,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_8-1 [1024].bmp,Pass,251003_150040,A35W,8,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_8-3 [16].bmp,Pass,251003_150040,A35W,8,3,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_9-2 [16384].bmp,Pass,251003_150040,A35W,9,2,16384,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251003_150040_A35W_9-3 [16].bmp,Pass,251003_150040,A35W,9,3,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_1-1 [16].bmp,Pass,251010_130238,A35W,1,1,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_1-2 [16].bmp,Pass,251010_130238,A35W,1,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_1-3 [262144].bmp,Pass,251010_130238,A35W,1,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_2-1 [1024].bmp,Pass,251010_130238,A35W,2,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_2-2 [16].bmp,Pass,251010_130238,A35W,2,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_2-3 [262144].bmp,Pass,251010_130238,A35W,2,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_3-1 [1024].bmp,Pass,251010_130238,A35W,3,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_3-2 [16].bmp,Pass,251010_130238,A35W,3,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_3-3 [262144].bmp,Pass,251010_130238,A35W,3,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_4-1 [1024].bmp,Pass,251010_130238,A35W,4,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_4-2 [16].bmp,Pass,251010_130238,A35W,4,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251010_130238_A35W_4-3 [262144].bmp,Pass,251010_130238,A35W,4,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_1-1 [1024].bmp,Pass,251014_150205,A35W,1,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_1-2 [16].bmp,Pass,251014_150205,A35W,1,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_1-3 [262144].bmp,Pass,251014_150205,A35W,1,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_10-1 [1024].bmp,Pass,251014_150205,A35W,10,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_10-2 [16].bmp,Pass,251014_150205,A35W,10,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_10-3 [262144].bmp,Pass,251014_150205,A35W,10,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_11-1 [16].bmp,Pass,251014_150205,A35W,11,1,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_11-2 [16].bmp,Pass,251014_150205,A35W,11,2,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_11-3 [262144].bmp,Pass,251014_150205,A35W,11,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_12-1 [1024].bmp,Pass,251014_150205,A35W,12,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_12-2 [16].bmp,Pass,251014_150205,A35W,12,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_12-3 [262144].bmp,Pass,251014_150205,A35W,12,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_13-1 [16].bmp,Pass,251014_150205,A35W,13,1,16,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_13-2 [16384].bmp,Pass,251014_150205,A35W,13,2,16384,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_13-3 [262144].bmp,Pass,251014_150205,A35W,13,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_14-2 [16].bmp,Pass,251014_150205,A35W,14,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_14-3 [262144].bmp,Pass,251014_150205,A35W,14,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_15-2 [16].bmp,Pass,251014_150205,A35W,15,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_15-3 [262144].bmp,Pass,251014_150205,A35W,15,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_16-1 [16].bmp,Pass,251014_150205,A35W,16,1,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_16-2 [16].bmp,Pass,251014_150205,A35W,16,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_16-3 [262144].bmp,Pass,251014_150205,A35W,16,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_17-3 [262144].bmp,Pass,251014_150205,A35W,17,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_18-1 [1024].bmp,Pass,251014_150205,A35W,18,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_18-2 [16].bmp,Pass,251014_150205,A35W,18,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_18-3 [262144].bmp,Pass,251014_150205,A35W,18,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_19-1 [1024].bmp,Pass,251014_150205,A35W,19,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_19-2 [16384].bmp,Pass,251014_150205,A35W,19,2,16384,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_19-3 [262144].bmp,Pass,251014_150205,A35W,19,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_2-1 [16].bmp,Pass,251014_150205,A35W,2,1,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_2-2 [16].bmp,Pass,251014_150205,A35W,2,2,16,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_2-3 [262144].bmp,Pass,251014_150205,A35W,2,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_20-1 [1024].bmp,Pass,251014_150205,A35W,20,1,1024,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_20-3 [262144].bmp,Pass,251014_150205,A35W,20,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_21-1 [1024].bmp,Pass,251014_150205,A35W,21,1,1024,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_21-2 [16].bmp,Pass,251014_150205,A35W,21,2,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_21-3 [262144].bmp,Pass,251014_150205,A35W,21,3,262144,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_22-1 [16].bmp,Pass,251014_150205,A35W,22,1,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_22-2 [16384].bmp,Pass,251014_150205,A35W,22,2,16384,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_22-3 [262144].bmp,Pass,251014_150205,A35W,22,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_23-1 [1024].bmp,Pass,251014_150205,A35W,23,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_23-2 [16].bmp,Pass,251014_150205,A35W,23,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_23-3 [262144].bmp,Pass,251014_150205,A35W,23,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_24-1 [16].bmp,Pass,251014_150205,A35W,24,1,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_24-2 [16].bmp,Pass,251014_150205,A35W,24,2,16,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_24-3 [262144].bmp,Pass,251014_150205,A35W,24,3,262144,2
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_25-2 [16].bmp,Pass,251014_150205,A35W,25,2,16,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_25-3 [262144].bmp,Pass,251014_150205,A35W,25,3,262144,3
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_26-1 [1024].bmp,Pass,251014_150205,A35W,26,1,1024,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_26-3 [262144].bmp,Pass,251014_150205,A35W,26,3,262144,0
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_27-3 [262144].bmp,Pass,251014_150205,A35W,27,3,262144,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_28-1 [1024].bmp,Pass,251014_150205,A35W,28,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_28-3 [262144].bmp,Pass,251014_150205,A35W,28,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_29-1 [1024].bmp,Pass,251014_150205,A35W,29,1,1024,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_29-2 [16].bmp,Pass,251014_150205,A35W,29,2,16,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_29-3 [262144].bmp,Pass,251014_150205,A35W,29,3,262144,4
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_3-1 [1024].bmp,Pass,251014_150205,A35W,3,1,1024,1
C:\Users\jhpyo\Desktop\MyProject\Coil-image-Dataset\Pass\251014_150205_A35W_3-2 [16].bmp,Pass,251014_150205,A35W,3,2,16,1
